Mon Mar 20 16:43:06 2023    profile_results_base.prof

         45452990 function calls (44306479 primitive calls) in 47.028 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1837    0.001    0.000    0.001    0.000 trace.py:50(__init__)
        1    0.000    0.000    0.001    0.001 widget_box.py:62(__init__)
      6/3    0.000    0.000    0.001    0.000 ast3.py:59(visit_FunctionDef)
     4590    0.001    0.000    0.001    0.000 _exceptions.py:8(rewrite_exception)
      491    0.000    0.000    0.001    0.000 traitlets.py:1913(trait_metadata)
     1377    0.001    0.000    0.001    0.000 base.py:3770(_validate_can_reindex)
      459    0.001    0.000    0.001    0.000 frozen.py:77(__eq__)
      459    0.001    0.000    0.001    0.000 managers.py:743(<listcomp>)
      459    0.001    0.000    0.001    0.000 managers.py:1712(set_values)
     1377    0.001    0.000    0.001    0.000 data_adapter.py:1854(_get_tensor_types)
     5508    0.001    0.000    0.001    0.000 multiarray.py:883(bincount)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:722(exec_module)
      918    0.000    0.000    0.001    0.000 nest.py:1032(assert_shallow_structure)
     1836    0.001    0.000    0.001    0.000 grouper.py:907(_is_label_like)
     1838    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
        4    0.000    0.000    0.001    0.000 templates.py:275(replace_as_expression)
        1    0.000    0.000    0.001    0.001 format.py:1056(to_csv)
      102    0.000    0.000    0.001    0.000 expressions.py:243(where)
     1377    0.001    0.000    0.001    0.000 multi.py:1224(dtype)
     3214    0.001    0.000    0.001    0.000 save_context.py:42(in_save_context)
      459    0.001    0.000    0.001    0.000 compat.py:65(forward_compatible)
     6889    0.001    0.000    0.001    0.000 {method 'values' of 'collections.OrderedDict' objects}
     4592    0.001    0.000    0.001    0.000 func_graph.py:161(captures)
      459    0.001    0.000    0.001    0.000 context.py:1272(function_call_options)
     2295    0.001    0.000    0.001    0.000 base.py:141(_freeze)
     1378    0.001    0.000    0.001    0.000 function.py:366(<listcomp>)
      459    0.001    0.000    0.001    0.000 merge.py:1317(_validate_specification)
      134    0.000    0.000    0.001    0.000 qual_names.py:224(visit_Name)
      459    0.000    0.000    0.001    0.000 gradients_util.py:1032(PossibleTapeGradientTypes)
     2755    0.001    0.000    0.001    0.000 function.py:719(forward)
     2758    0.001    0.000    0.001    0.000 function_spec.py:194(<dictcomp>)
     1836    0.001    0.000    0.001    0.000 apply.py:548(<lambda>)
     2754    0.001    0.000    0.001    0.000 grouper.py:783(<genexpr>)
      919    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
       54    0.000    0.000    0.001    0.000 notebook.py:196(colour)
     2760    0.001    0.000    0.001    0.000 managers.py:1768(<genexpr>)
      540    0.001    0.000    0.001    0.000 gast.py:15(create_node)
     5967    0.001    0.000    0.001    0.000 base.py:5452(_is_comparable_dtype)
     1855    0.001    0.000    0.001    0.000 range.py:241(start)
      459    0.000    0.000    0.001    0.000 concat.py:110(<listcomp>)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:2996(iterator_get_next)
     1345    0.001    0.000    0.001    0.000 weakref.py:358(remove)
        1    0.000    0.000    0.001    0.001 api.py:222(initial_analysis)
     1836    0.001    0.000    0.001    0.000 generic.py:1771(<listcomp>)
      481    0.001    0.000    0.001    0.000 dtypes.py:300(construct_from_string)
      478    0.000    0.000    0.001    0.000 generic.py:3837(_set_is_copy)
     2754    0.001    0.000    0.001    0.000 4231139205.py:1(map_question_to_level_group)
     1850    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
     1379    0.001    0.000    0.001    0.000 context.py:2172(global_seed)
      459    0.001    0.000    0.001    0.000 merge.py:830(_maybe_add_join_keys)
        1    0.000    0.000    0.001    0.001 std.py:648(get_lock)
       11    0.000    0.000    0.001    0.000 decorator.py:229(fun)
      481    0.001    0.000    0.001    0.000 dtype.py:198(construct_from_string)
     1390    0.001    0.000    0.001    0.000 inspect.py:63(ismodule)
    132/2    0.000    0.000    0.001    0.000 origin_info.py:216(visit)
        1    0.000    0.000    0.001    0.001 std.py:89(__init__)
     4132    0.001    0.000    0.001    0.000 ops.py:2084(<listcomp>)
     2760    0.001    0.000    0.001    0.000 base_layer.py:1171(trainable)
     2768    0.001    0.000    0.001    0.000 flags.py:25(config)
      459    0.000    0.000    0.001    0.000 data_adapter.py:1777(pack_x_y_sample_weight)
      106    0.000    0.000    0.001    0.000 widget.py:732(_should_send_property)
      459    0.001    0.000    0.001    0.000 data_adapter.py:1429(_infer_steps)
        1    0.000    0.000    0.001    0.001 std.py:115(create_mp_lock)
      102    0.000    0.000    0.001    0.000 expressions.py:169(_where_standard)
     2754    0.001    0.000    0.001    0.000 _decorators.py:248(<genexpr>)
      244    0.000    0.000    0.001    0.000 traitlets.py:740(_cross_validate)
        1    0.000    0.000    0.001    0.001 context.py:69(RLock)
     1836    0.001    0.000    0.001    0.000 ops.py:119(__init__)
        5    0.000    0.000    0.001    0.000 activity.py:650(visit_withitem)
     3215    0.001    0.000    0.001    0.000 iterator_ops.py:885(_serialize)
      918    0.001    0.000    0.001    0.000 aggregation.py:39(reconstruct_func)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:5986(mat_mul)
     3674    0.001    0.000    0.001    0.000 trace_type_builder.py:114(<dictcomp>)
     3220    0.001    0.000    0.001    0.000 distribute_lib.py:846(extended)
      918    0.000    0.000    0.001    0.000 common.py:508(temp_setattr)
     1838    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
     2306    0.001    0.000    0.001    0.000 {method 'count' of 'list' objects}
      459    0.000    0.000    0.001    0.000 nest.py:1246(<listcomp>)
     1377    0.001    0.000    0.001    0.000 base.py:1205(isspmatrix)
     3672    0.001    0.000    0.001    0.000 generic.py:1658(<genexpr>)
      459    0.001    0.000    0.001    0.000 function.py:161(validate_clip_with_axis)
      918    0.001    0.000    0.001    0.000 apply.py:460(<dictcomp>)
     4132    0.001    0.000    0.001    0.000 function.py:1902(graph)
     1838    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
      459    0.000    0.000    0.001    0.000 nest.py:1430(<lambda>)
    17/13    0.000    0.000    0.001    0.000 ast3.py:123(visit_Call)
      919    0.001    0.000    0.001    0.000 concat.py:541(_get_result_dim)
      459    0.000    0.000    0.001    0.000 dataset_ops.py:4855(<listcomp>)
     1377    0.001    0.000    0.001    0.000 data_adapter.py:1870(_is_pandas_series)
        1    0.000    0.000    0.001    0.001 gen_resource_variable_ops.py:24(assign_add_variable_op)
      118    0.000    0.000    0.001    0.000 session.py:273(msg_header)
      459    0.000    0.000    0.001    0.000 callbacks.py:297(set_params)
     1378    0.001    0.000    0.001    0.000 api.py:651(convert)
        1    0.000    0.000    0.001    0.001 continue_statements.py:159(transform)
        1    0.000    0.000    0.001    0.001 parser.py:365(unparse)
      918    0.000    0.000    0.001    0.000 callbacks.py:249(<genexpr>)
        4    0.000    0.000    0.001    0.000 cfg.py:214(_visit_internal)
        1    0.000    0.000    0.001    0.001 call_trees.py:104(visit_FunctionDef)
        1    0.000    0.000    0.001    0.001 logical_expressions.py:129(transform)
        1    0.000    0.000    0.001    0.001 break_statements.py:179(transform)
     2297    0.001    0.000    0.001    0.000 base.py:628(_constructor)
     4131    0.001    0.000    0.001    0.000 common.py:221(<genexpr>)
      459    0.000    0.000    0.001    0.000 tape.py:220(could_possibly_record)
        1    0.000    0.000    0.001    0.001 control_flow.py:47(visit_FunctionDef)
     3672    0.001    0.000    0.001    0.000 generic.py:1711(<genexpr>)
     1380    0.001    0.000    0.001    0.000 ag_ctx.py:64(__init__)
      918    0.000    0.000    0.001    0.000 callbacks.py:246(<genexpr>)
     1383    0.001    0.000    0.001    0.000 tensor_shape.py:1353(as_list)
        1    0.000    0.000    0.001    0.001 conditional_expressions.py:44(transform)
        1    0.000    0.000    0.001    0.001 liveness.py:189(visit_With)
        1    0.000    0.000    0.001    0.001 call_trees.py:122(visit_With)
      920    0.001    0.000    0.001    0.000 construction.py:215(mgr_to_mgr)
     2295    0.001    0.000    0.001    0.000 dataset_ops.py:4967(element_spec)
      3/2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:663(_load_unlocked)
     4596    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
      459    0.000    0.000    0.001    0.000 data_adapter.py:688(_is_list_of_scalars)
        1    0.000    0.000    0.001    0.001 reaching_fndefs.py:166(resolve)
      916    0.001    0.000    0.001    0.000 function_cache.py:111(__eq__)
     83/1    0.000    0.000    0.001    0.001 reaching_fndefs.py:149(visit)
     2754    0.001    0.000    0.001    0.000 base.py:2830(_validate_sort_keyword)
     1164    0.000    0.000    0.001    0.000 anno.py:152(copyanno)
      918    0.000    0.000    0.001    0.000 nest.py:1526(<genexpr>)
      459    0.001    0.000    0.001    0.000 {built-in method math.ceil}
     4134    0.001    0.000    0.001    0.000 fromnumeric.py:1002(_argsort_dispatcher)
        1    0.000    0.000    0.001    0.001 reaching_fndefs.py:143(visit_FunctionDef)
     4131    0.001    0.000    0.001    0.000 function_base.py:4378(_delete_dispatcher)
     2863    0.001    0.000    0.001    0.000 enum.py:615(__hash__)
        1    0.000    0.000    0.001    0.001 reaching_fndefs.py:124(_proces_function)
      459    0.001    0.000    0.001    0.000 callbacks.py:670(__init__)
     1378    0.000    0.000    0.001    0.000 object_identity.py:215(__len__)
     4149    0.001    0.000    0.001    0.000 base.py:3667(_get_partial_string_timestamp_match_key)
     1380    0.000    0.000    0.001    0.000 inspect.py:276(isbuiltin)
     1856    0.001    0.000    0.001    0.000 concat.py:594(<genexpr>)
     4132    0.001    0.000    0.001    0.000 {method 'pop' of 'set' objects}
     1838    0.001    0.000    0.001    0.000 monitoring.py:157(__init__)
       11    0.000    0.000    0.001    0.000 formatters.py:220(catch_format_error)
      918    0.000    0.000    0.001    0.000 op_def_library.py:506(<listcomp>)
      918    0.000    0.000    0.001    0.000 cast.py:1829(<genexpr>)
      2/1    0.000    0.000    0.001    0.001 return_statements.py:273(_visit_statement_block)
      459    0.001    0.000    0.001    0.000 data_adapter.py:980(can_handle)
     1836    0.001    0.000    0.001    0.000 grouper.py:614(group_arraylike)
     1378    0.001    0.000    0.001    0.000 function_spec.py:243(vararg_name)
     3672    0.001    0.000    0.001    0.000 multiarray.py:1106(putmask)
      459    0.001    0.000    0.001    0.000 data_adapter.py:550(can_handle)
     1836    0.001    0.000    0.001    0.000 grouper.py:622(result_index)
      463    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.001    0.001 return_statements.py:315(visit_With)
     1382    0.001    0.000    0.001    0.000 converter.py:164(as_tuple)
     1838    0.001    0.000    0.001    0.000 object_identity.py:132(__init__)
      459    0.001    0.000    0.001    0.000 merge.py:1158(_maybe_coerce_merge_keys)
     1855    0.001    0.000    0.001    0.000 range.py:264(stop)
     1377    0.000    0.000    0.001    0.000 managers.py:570(nblocks)
     3672    0.001    0.000    0.001    0.000 fromnumeric.py:2362(_all_dispatcher)
        1    0.000    0.000    0.001    0.001 loader.py:44(load_source)
        3    0.000    0.000    0.001    0.000 common.py:522(get_handle)
      481    0.001    0.000    0.001    0.000 string_.py:118(construct_from_string)
     1378    0.001    0.000    0.001    0.000 monitoring.py:472(__init__)
     1837    0.001    0.000    0.001    0.000 trace.py:121(__exit__)
     2756    0.001    0.000    0.001    0.000 function_spec.py:207(fullargspec)
     4131    0.001    0.000    0.001    0.000 expr.py:707(translate_In)
     2755    0.001    0.000    0.001    0.000 function.py:454(name)
       18    0.000    0.000    0.001    0.000 variables.py:51(visit_Name)
     1839    0.001    0.000    0.001    0.000 tensor_spec.py:66(name)
     4258    0.001    0.000    0.001    0.000 inspect.py:2529(kind)
      524    0.000    0.000    0.001    0.000 anno.py:134(setanno)
     1377    0.001    0.000    0.001    0.000 structured_function.py:71(_should_unpack)
     3672    0.001    0.000    0.001    0.000 type_spec.py:509(__tf_tracing_type__)
     1377    0.000    0.000    0.001    0.000 cast.py:1820(<genexpr>)
       11    0.000    0.000    0.001    0.000 widget.py:487(_default_keys)
     4134    0.001    0.000    0.001    0.000 shape_base.py:77(_atleast_2d_dispatcher)
     1379    0.001    0.000    0.001    0.000 ops.py:5328(switch_to_thread_local)
     2755    0.001    0.000    0.001    0.000 func_graph.py:1018(<listcomp>)
     1378    0.001    0.000    0.001    0.000 function.py:3344(__init__)
      918    0.000    0.000    0.001    0.000 common.py:577(is_builtin_func)
      918    0.001    0.000    0.001    0.000 context.py:207(config_proto_serialized)
     2754    0.001    0.000    0.001    0.000 structured_function.py:313(function)
      460    0.000    0.000    0.001    0.000 function_spec.py:301(_validate_inputs)
        3    0.000    0.000    0.001    0.000 call_trees.py:156(visit_Call)
     4134    0.001    0.000    0.001    0.000 inspect.py:2525(annotation)
        2    0.000    0.000    0.001    0.000 ast3.py:105(visit_With)
     2768    0.001    0.000    0.001    0.000 managers.py:1920(<lambda>)
        1    0.000    0.000    0.001    0.001 origin_info.py:274(resolve_entity)
     2754    0.001    0.000    0.001    0.000 object_array.py:286(<lambda>)
     3672    0.001    0.000    0.001    0.000 function_base.py:4758(_append_dispatcher)
     1836    0.001    0.000    0.001    0.000 dataset_ops.py:4698(element_spec)
      118    0.000    0.000    0.001    0.000 hmac.py:104(copy)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:793(get_code)
       67    0.000    0.000    0.001    0.000 ast3.py:173(visit_Name)
      118    0.000    0.000    0.001    0.000 session.py:201(utcnow)
      918    0.000    0.000    0.001    0.000 cast.py:1831(<genexpr>)
     1377    0.001    0.000    0.001    0.000 ops.py:3427(seed)
     1378    0.001    0.000    0.001    0.000 indexing.py:2469(need_slice)
